Article,Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,link
5,3185,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,328.2,386,1.56,0.94,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3186,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,OC1CCCCC1,328.6,384,1.58,0.95,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3187,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,328.3,383,1.55,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3188,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,338.9,397,1.84,1,,,3624.9,,57.4,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3189,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,338,396.5,1.74,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3190,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,NC=O,327.7,404,1.86,0.82,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3191,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,325.9,379,1.75,0.63,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3192,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,325.9,382,1.77,0.99,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3193,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,329.7,384.5,1.32,0.93,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3194,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,ClCCl,328.8,382,1.5,0.94,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3195,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCC,324.5,372.5,2.66,0.59,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3196,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCC(C)CC,324.4,372.5,2.25,0.59,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3197,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,326,374,2.29,0.76,,,3095.7,,43.4,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3198,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,325.3,373,2.23,0.58,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3199,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,325.1,373,2.22,0.86,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3200,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCC,326,374.5,2.3,0.72,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3201,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,326.2,374,2.33,0.75,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3202,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,COCCOC,326.8,382,1.2,0.7,,,3776.7,,55.4,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3203,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,327.3,379.5,1.96,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3204,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,327.3,380.5,1.73,0.84,,,3510.8,,51.1,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3205,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,326.9,379,1.83,0.93,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3206,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,325.3,376.5,2.13,0.68,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3207,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)OC(C)C,327.4,384.5,1.66,0.55,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3208,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,326,377.8,1.83,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3209,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,c1ccccc1,328.8,380.5,1.67,0.97,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3210,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,328.9,379.5,1.66,0.78,,,3354.2,,48.5,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3211,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1C,329.1,379.5,1.76,0.92,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3212,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,325.6,378.5,1.87,0.96,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3213,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,327.9,384.5,1.73,1,,,3633.7,,54,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3214,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,332.6,389,1.69,0.88,,,3601.7,,54.8,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
,,,,,,,,,,,,,,,https://doi.org/
6,13157,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,C1CCCCC1,351,382.4,0.65,0.007,,,2346.7,,34.4,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13158,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOC(C)=O,366,433.7,2.29,,,,2589,,48.9,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13159,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CC#N,373,462.7,2.54,0.96,,,2683.7,,57.7,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13160,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,C1CCOC1,,,2.01,1,,,,,,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13161,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CO,,,,0.095,,,,,,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13162,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOCC,,,0.78,,,,,,,265.1102787,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13163,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,C1CCCCC1,361,413.9,0.67,0.048,,,3118.5,,53.6,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13164,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CCOC(C)=O,372,468.7,1.67,,,,2826.5,,62.4,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13165,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CC#N,375,490.5,2.71,0.69,,,2802.7,,67.7,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13166,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,C1CCOC1,,,2.05,0.88,,,,,,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13167,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CO,,,,0.021,,,,,,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13168,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CCOCC,,,0.88,,,,,,,295.1208434,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13169,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCCCC1,370,411.4,0.99,0.5,,,4477,,76.4,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13170,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388,461.1,2.54,,,,2950,,63,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13171,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CC#N,396,491.4,2.87,0.86,,,2722.4,,66,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13172,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCOC1,,,2.33,0.91,,,,,,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13173,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CO,,,,0.68,,,,,,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
6,13174,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOCC,,,2.39,,,,,,,293.1051933,10.1016/0022-2313(94)90073-6,https://doi.org/10.1016/0022-2313(94)90073-6
,,,,,,,,,,,,,,,https://doi.org/
7,5479,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,ClC(Cl)(Cl)Cl,382,402,2.1,0.9,,3276.3,3093.5,48,50.2,320.1219894,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5480,COc1ccc(C2=CC(c3ccc(OC)cc3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,ClC(Cl)(Cl)Cl,405,420,2.1,1,,2988.3,2134.8,49.2,37.7,380.1431188,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5481,CC(=O)[B-]1(C(C)=O)OC(C)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,380,400,1.6,0.16,,4121.3,2831.2,59.9,45.4,308.1219894,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5482,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,400,419,1.1,0.58,,4393.9,1981.2,70.8,34.8,370.1376395,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5483,COc1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,ClC(Cl)(Cl)Cl,413,425,1.2,0.8,,3287.2,2338.3,56.3,42.3,400.1482042,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5484,CC(=O)[B-]1(C(C)=O)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,415,488,1.1,0.61,,3953.9,1863.5,68.6,44.5,420.1532896,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5485,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccccc1)=[O+]2,ClC(Cl)(Cl)Cl,384,496,1.1,0.5,,,,,,322.0648685,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5486,CC1=CC(c2ccc3ccccc3c2)=[O+][B-]2(OC(=O)C(=O)O2)O1,ClC(Cl)(Cl)Cl,400,422,5.1,0.06,,,,,,310.0648685,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5487,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccc3ccccc3c1)=[O+]2,ClC(Cl)(Cl)Cl,435,451,1.6,0.48,,,,,,372.0805185,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5488,O=C1O[B-]2(OC1=O)OC(c1ccc3ccccc3c1)=CC(c1ccc3ccccc3c1)=[O+]2,ClC(Cl)(Cl)Cl,438,451,1.8,0.8,,4615.8,1911,89.5,38.9,422.0961686,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5489,CC1=[O+][B-]2(OC(=O)C(=O)O2)OC(c2c3ccccc3cc3ccccc23)=C1,ClC(Cl)(Cl)Cl,494,514,1.2,0.1,,,,,,360.0805185,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5490,F[B-]1(F)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,ClC(Cl)(Cl)Cl,375,389,0.22,0.15,,,,,,272.0820164,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5491,F[B-]1(F)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,412,428,1.1,0.9,,,,,,372.1133166,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5492,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,CC#N,377,400,1.5,0.8,,,2640.7,,42.4,320.1219894,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5493,COc1ccc(C2=CC(c3ccc(OC)cc3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,CC#N,410,435,2.1,0.7,,,2295.7,,43.5,380.1431188,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5494,CC(=O)[B-]1(C(C)=O)OC(C)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,380,470,13.6,0.13,,,3440.7,,76.5,308.1219894,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5495,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,400,510,9.4,0.52,,,3904.5,,102.6,370.1376395,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5496,COc1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,CC#N,411,457,3,0.6,,,3357.3,,70.5,400.1482042,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5497,CC(=O)[B-]1(C(C)=O)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,420,505,5.5,0.56,,,4209,,108.6,420.1532896,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5498,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccccc1)=[O+]2,CC#N,384,403,1.4,0.41,,,,,,322.0648685,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5499,CC1=CC(c2ccc3ccccc3c2)=[O+][B-]2(OC(=O)C(=O)O2)O1,CC#N,400,510,18.8,0.03,,,,,,310.0648685,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5500,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccc3ccccc3c1)=[O+]2,CC#N,435,555,5.4,0.4,,,,,,372.0805185,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5501,O=C1O[B-]2(OC1=O)OC(c1ccc3ccccc3c1)=CC(c1ccc3ccccc3c1)=[O+]2,CC#N,435,550,4.6,0.3,,,3759,,114.9,422.0961686,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5502,CC1=[O+][B-]2(OC(=O)C(=O)O2)OC(c2c3ccccc3cc3ccccc23)=C1,CC#N,494,527,2.1,0.02,,,,,,360.0805185,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5503,F[B-]1(F)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,CC#N,376,398,0.35,0.8,,,,,,272.0820164,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
7,5504,F[B-]1(F)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,419,510,5.6,0.7,,,,,,372.1133166,10.1016/0047-2670(86)87007-1,https://doi.org/10.1016/0047-2670(86)87007-1
,,,,,,,,,,,,,,,https://doi.org/
8,5875,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,C1CCCCC1,,,,0.001,,,,,,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5876,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,Cc1ccccc1,393,468,,0.037,4.57,,,,,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5877,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CCOCC,,,,0.054,,,,,,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5878,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CCOC(C)=O,399,498,0.74,0.21,4.49,,2995.3,,74.7,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5879,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,C1CCOC1,404,506,,0.24,,,,,,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5880,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CC(C)=O,407,519,,0.33,,4150.5,2268.6,69.2,61.3,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5881,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CC#N,415,536,0.7,0.13,4.56,,2421.6,,69.9,251.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5882,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,Cc1ccccc1,411,467,,0.039,4.45,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5883,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CCOCC,,,,0.046,,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5884,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CCOC(C)=O,413,497,0.57,0.11,4.44,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5885,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,C1CCOC1,,,,0.12,,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5886,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CC(C)=O,,,,0.077,,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5887,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CC#N,427,534,0.29,0.045,4.44,,,,,263.1310142,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5888,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,C1CCCCC1,,,,0.007,,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5889,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,Cc1ccccc1,362,417,,0.76,4.33,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5890,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOCC,,,,0.87,,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5891,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOC(C)=O,366,442,2.3,1,4.34,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5892,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,C1CCOC1,,,,1,,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5893,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CC#N,373,474,2.5,1,4.332,,,,,265.1102787,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5894,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCCCC1,,,,0.5,,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5895,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,Cc1ccccc1,385,441,,1,4.3,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5896,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOCC,,,,1,,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5897,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388,464,2.5,0.95,4.36,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5898,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCOC1,,,,0.91,,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
8,5899,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CC#N,396,489,2.9,0.86,4.37,,,,,293.1051933,10.1016/1010-6030(94)03921-g,https://doi.org/10.1016/1010-6030(94)03921-g
,,,,,,,,,,,,,,,https://doi.org/
9,15757,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(Br)C=C3c4cc(Br)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Br)cc(c4c56)=C4C=C(Br)C(=N1)C2C34,C1CCOC1,475,486,2.1,0.12,4.91,830.5,965.9,18.7,22.8,979.7102397,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15758,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccccc3)C=C3c4cc(-c5ccccc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccccc7)cc(c4c56)=C4C=C(c5ccccc5)C(=N1)C2C34,C1CCOC1,500,527,3.2,0.85,4.76,,,,,972.1933919,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15759,N#Cc1ccc(C2=CC3=c4cc(-c5ccc(C#N)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(C#N)cc7)cc(c4c65)C4=CC(c5ccc(C#N)cc5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc1,C1CCOC1,492,518,2.8,1,4.75,,,,,1072.174388,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15760,FC(F)(F)c1ccc(C2=CC3=c4cc(-c5ccc(C(F)(F)F)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(C(F)(F)F)cc7)cc(c4c65)C4=CC(c5ccc(C(F)(F)F)cc5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc1,C1CCOC1,489,512,2.8,0.96,4.8,2295.8,,55.1,,1244.14293,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
